tx_count,unique_senders,unique_receivers,active_pairs,avg_tx_per_sec,max_tx_in_1sec,min_interarrival,std_interarrival,top_sender_share,same_pair_ratio,sender_entropy,sin_hour,cos_hour,rate_deviation,label,attack_type
15,5,1,5,0.25,1,1,1.665986,0.4,0.4,1.838921,-0.965926,-0.258819,-3,1,"burst"
4,4,1,4,0.066667,1,14,2.624669,0.25,0.25,2,0.5,-0.866025,-24,0,"normal"
6,6,1,6,0.1,1,6,2.332381,0.166667,0.166667,2.584963,-0.258819,-0.965926,-28,0,"normal"
14,9,1,9,0.233333,1,2,2.167539,0.142857,0.142857,3.093069,-0.5,0.866025,8,0,"normal"
4,3,1,3,0.066667,1,12,2.94392,0.5,0.5,1.5,0.965926,0.258819,-1,0,"normal"
27,6,1,6,0.45,1,1,2.684604,0.333333,0.333333,2.081524,0.965926,0.258819,22,0,"normal"
12,9,1,9,0.2,1,2,2.234219,0.166667,0.166667,3.084963,0,1,8,0,"normal"
6,4,1,4,0.1,1,6,2.638181,0.333333,0.333333,1.918296,-0.258819,-0.965926,-28,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
3,3,1,3,0.05,1,17,1.5,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
10,10,1,10,0.166667,1,3,1.968894,0.1,0.1,3.321928,0,1,6,0,"normal"
5,5,1,5,0.083333,1,8,2.692582,0.2,0.2,2.321928,0,-1,-30,0,"normal"
31,13,1,13,0.516667,1,1,1.013246,0.193548,0.193548,3.296645,-0.5,-0.866025,1,0,"normal"
13,2,1,2,0.216667,1,1,3.861311,0.923077,0.923077,0.391244,0,1,9,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
26,13,1,13,0.433333,1,1,1.241934,0.230769,0.230769,3.320659,-0.965926,-0.258819,8,0,"normal"
10,9,1,9,0.166667,1,3,2.042753,0.2,0.2,3.121928,0.258819,0.965926,6,0,"normal"
6,6,1,6,0.1,1,6,4.214262,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
6,6,1,6,0.1,1,1,0,0.166667,0.166667,2.584963,-0.866025,0.5,-4,1,"sybil"
15,4,1,4,0.25,1,1,5.184848,0.6,0.6,1.471602,1,0,7,0,"normal"
4,3,1,3,0.066667,1,11,2.624669,0.5,0.5,1.5,0.965926,0.258819,-1,0,"normal"
9,4,1,4,0.15,1,2,4.299346,0.444444,0.444444,1.752715,-0.258819,0.965926,4,0,"normal"
7,5,1,5,0.116667,1,6,1.067187,0.285714,0.285714,2.235926,0.258819,-0.965926,-25,0,"normal"
12,8,1,8,0.2,1,2,2.502891,0.166667,0.166667,2.918296,-0.258819,0.965926,7,0,"normal"
17,5,1,5,0.283333,1,1,4.886205,0.588235,0.588235,1.662799,0,1,13,0,"normal"
7,6,1,6,0.116667,1,6,2.924988,0.285714,0.285714,2.521641,0.258819,-0.965926,-25,0,"normal"
11,8,1,8,0.183333,1,2,2.202272,0.181818,0.181818,2.913977,0.258819,0.965926,7,0,"normal"
11,6,1,6,0.183333,1,2,3.976179,0.363636,0.363636,2.368523,0.965926,-0.258819,-1,0,"normal"
29,14,1,14,0.483333,1,1,1.17532,0.241379,0.241379,3.300696,-0.707107,-0.707107,3,0,"normal"
5,4,1,4,0.083333,1,9,4.322904,0.4,0.4,1.921928,0.866025,-0.5,-13,0,"normal"
11,3,1,3,0.183333,1,1,4.796874,0.545455,0.545455,1.322179,0.258819,0.965926,7,0,"normal"
6,5,1,5,0.1,1,6,3.310589,0.333333,0.333333,2.251629,0.965926,-0.258819,-6,0,"normal"
5,5,1,5,0.083333,1,1,0,0.2,0.2,2.321928,-0.707107,0.707107,-3,1,"sybil"
21,3,1,3,0.35,1,1,1.1,0.47619,0.47619,1.228576,-0.965926,-0.258819,3,1,"burst"
6,5,1,5,0.1,1,7,5.314132,0.333333,0.333333,2.251629,0.866025,-0.5,-12,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
10,7,1,7,0.166667,1,2,4.021547,0.3,0.3,2.646439,0.965926,-0.258819,-2,0,"normal"
3,2,1,2,0.05,1,22,0.5,0.666667,0.666667,0.918296,0.866025,-0.5,-15,0,"normal"
4,4,1,4,0.066667,1,13,1.414214,0.25,0.25,2,0.866025,0.5,0,0,"normal"
11,9,1,9,0.183333,1,2,2.690725,0.181818,0.181818,3.095795,0.5,0.866025,6,0,"normal"
3,3,1,3,0.05,1,12,6,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
10,7,1,7,0.166667,1,2,3.325918,0.2,0.2,2.721928,0,1,6,0,"normal"
23,4,1,4,0.383333,1,1,1.521879,0.434783,0.434783,1.547972,-0.866025,-0.5,1,1,"burst"
6,4,1,4,0.1,1,6,3.187475,0.333333,0.333333,1.918296,0.5,-0.866025,-22,0,"normal"
3,3,1,3,0.05,1,14,1.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
11,10,1,10,0.183333,1,3,2.002498,0.181818,0.181818,3.277613,-0.258819,0.965926,6,0,"normal"
6,5,1,5,0.1,1,6,1.67332,0.333333,0.333333,2.251629,0.707107,-0.707107,-16,0,"normal"
22,6,1,6,0.366667,1,1,2.736335,0.454545,0.454545,1.858555,0.707107,0.707107,17,0,"normal"
3,3,1,3,0.05,1,18,2.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
23,5,1,5,0.383333,1,1,1.202614,0.434783,0.434783,1.634929,-1,0,8,1,"burst"
4,3,1,3,0.066667,1,14,3.559026,0.5,0.5,1.5,1,0,-4,0,"normal"
6,4,1,4,0.1,1,8,2.227106,0.333333,0.333333,1.918296,-0.258819,-0.965926,-28,0,"normal"
5,4,1,4,0.083333,1,6,3.316625,0.4,0.4,1.921928,0.866025,-0.5,-13,0,"normal"
23,12,1,12,0.383333,1,1,1.403214,0.26087,0.26087,3.294664,-1,0,8,0,"normal"
11,8,1,8,0.183333,1,2,2.497999,0.181818,0.181818,2.913977,-0.707107,0.707107,3,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
6,6,1,6,0.1,1,1,0,0.166667,0.166667,2.584963,-0.866025,0.5,-4,1,"sybil"
11,7,1,7,0.183333,1,2,2.537716,0.181818,0.181818,2.732159,-0.707107,0.707107,3,0,"normal"
29,9,1,9,0.483333,1,1,1.322393,0.241379,0.241379,2.815385,-0.866025,-0.5,7,0,"normal"
17,6,1,6,0.283333,1,1,3.269174,0.470588,0.470588,2.1163,0.258819,0.965926,13,0,"normal"
5,5,1,5,0.083333,1,1,0,0.2,0.2,2.321928,-0.866025,0.5,-5,1,"sybil"
27,1,1,1,0.45,1,2,0,1,1,0,0.5,-0.866025,-1,1,"ddos"
3,3,1,3,0.05,1,18,4.5,0.333333,0.333333,1.584963,0.707107,0.707107,-2,0,"normal"
27,11,1,11,0.45,1,1,1.309953,0.185185,0.185185,3.200289,-0.707107,-0.707107,1,0,"normal"
6,6,1,6,0.1,1,6,2.366432,0.166667,0.166667,2.584963,0.866025,-0.5,-12,0,"normal"
3,3,1,3,0.05,1,20,1,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.866025,0.5,4,1,"sybil"
12,12,1,12,0.2,1,1,0,0.083333,0.083333,3.584963,-0.965926,0.258819,0,1,"sybil"
6,5,1,5,0.1,1,7,2.4,0.333333,0.333333,2.251629,0.866025,-0.5,-12,0,"normal"
5,5,1,5,0.083333,1,10,1.785357,0.2,0.2,2.321928,-0.258819,-0.965926,-29,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
3,3,1,3,0.05,1,18,6,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
9,9,1,9,0.15,1,3,1.85405,0.111111,0.111111,3.169925,0,1,5,0,"normal"
6,5,1,5,0.1,1,7,3.03315,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
3,3,1,3,0.05,1,11,0.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
29,9,1,9,0.483333,1,1,1.889822,0.275862,0.275862,2.653976,-0.866025,-0.5,7,0,"normal"
3,3,1,3,0.05,1,14,6.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
12,3,1,3,0.2,1,1,6.220467,0.583333,0.583333,1.280672,-0.258819,0.965926,7,0,"normal"
4,3,1,3,0.066667,1,10,3.091206,0.5,0.5,1.5,0.965926,-0.258819,-8,0,"normal"
10,6,1,6,0.166667,1,2,3.431877,0.2,0.2,2.521928,-0.258819,0.965926,5,0,"normal"
8,7,1,7,0.133333,1,3,4.435478,0.25,0.25,2.75,-0.258819,0.965926,3,0,"normal"
8,4,1,4,0.133333,1,2,9.194053,0.5,0.5,1.75,1,0,0,0,"normal"
6,6,1,6,0.1,1,3,6.305553,0.166667,0.166667,2.584963,0,1,2,0,"normal"
5,5,1,5,0.083333,1,1,2.277608,0.2,0.2,2.321928,-0.965926,-0.258819,-13,1,"burst"
3,1,1,1,0.05,1,2,0,1,1,0,-0.258819,-0.965926,-31,1,"ddos"
4,4,1,4,0.066667,1,2,19.669491,0.25,0.25,2,0.965926,0.258819,-1,0,"normal"
16,5,1,5,0.266667,1,1,4.756282,0.5625,0.5625,1.716917,0.965926,0.258819,11,0,"normal"
13,5,1,5,0.216667,1,1,2.494438,0.461538,0.461538,1.987773,0.5,0.866025,8,0,"normal"
21,3,1,3,0.35,1,1,1.299038,0.47619,0.47619,1.228576,-1,0,6,1,"burst"
11,9,1,9,0.183333,1,3,2.247221,0.181818,0.181818,3.095795,-0.707107,0.707107,3,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
3,3,1,3,0.05,1,11,8.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
9,7,1,7,0.15,1,2,3.937004,0.333333,0.333333,2.641604,0.5,0.866025,4,0,"normal"
9,7,1,7,0.15,1,2,4.484348,0.222222,0.222222,2.725481,-0.5,0.866025,3,0,"normal"
3,2,1,2,0.05,1,16,1,0.666667,0.666667,0.918296,0.707107,-0.707107,-19,0,"normal"
11,4,1,4,0.183333,1,1,7.294518,0.636364,0.636364,1.491115,0.707107,0.707107,6,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
22,13,1,13,0.366667,1,1,1.179953,0.181818,0.181818,3.516028,-0.965926,-0.258819,4,0,"normal"
3,3,1,3,0.05,1,9,3.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
8,6,1,6,0.133333,1,2,3.070598,0.25,0.25,2.5,-0.5,0.866025,2,0,"normal"
20,2,1,2,0.333333,1,1,0.499307,0.5,0.5,1,-0.866025,-0.5,-2,1,"burst"
9,7,1,7,0.15,1,2,3.05931,0.222222,0.222222,2.725481,0.5,0.866025,4,0,"normal"
6,6,1,6,0.1,1,6,2.280351,0.166667,0.166667,2.584963,0.965926,-0.258819,-6,0,"normal"
5,5,1,5,0.083333,1,9,2.061553,0.2,0.2,2.321928,0.707107,-0.707107,-17,0,"normal"
3,3,1,3,0.05,1,10,5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
6,5,1,5,0.1,1,7,2.19089,0.333333,0.333333,2.251629,0.707107,-0.707107,-16,0,"normal"
4,4,1,4,0.066667,1,14,4.642796,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
12,12,1,12,0.2,1,1,0,0.083333,0.083333,3.584963,-0.965926,0.258819,0,1,"sybil"
3,3,1,3,0.05,1,20,0.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
11,10,1,10,0.183333,1,2,2.808914,0.181818,0.181818,3.277613,0.258819,0.965926,7,0,"normal"
10,7,1,7,0.166667,1,2,2.905933,0.2,0.2,2.721928,-0.707107,0.707107,2,0,"normal"
10,6,1,6,0.166667,1,2,3.86181,0.2,0.2,2.521928,-0.258819,0.965926,5,0,"normal"
23,5,1,5,0.383333,1,1,1.330662,0.434783,0.434783,1.634929,-0.965926,-0.258819,5,1,"burst"
4,2,1,2,0.066667,1,1,0.471405,0.5,0.5,1,-0.965926,-0.258819,-14,1,"burst"
22,12,1,12,0.366667,1,1,1.467718,0.227273,0.227273,3.31764,-0.965926,-0.258819,4,0,"normal"
5,5,1,5,0.083333,1,9,2.046338,0.2,0.2,2.321928,0,-1,-30,0,"normal"
5,3,1,3,0.083333,1,6,3.191786,0.4,0.4,1.521928,0.5,-0.866025,-23,0,"normal"
5,4,1,4,0.083333,1,2,10.677078,0.4,0.4,1.921928,0.5,0.866025,0,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
4,4,1,4,0.066667,1,9,5.792716,0.25,0.25,2,0.866025,0.5,0,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
31,11,1,11,0.516667,1,1,1.16476,0.225806,0.225806,2.923407,-1,0,16,0,"normal"
11,7,1,7,0.183333,1,2,3.2,0.181818,0.181818,2.732159,0.258819,0.965926,7,0,"normal"
6,4,1,4,0.1,1,7,2.244994,0.5,0.5,1.792481,0.258819,-0.965926,-26,0,"normal"
5,4,1,4,0.083333,1,9,2.12132,0.4,0.4,1.921928,-0.258819,-0.965926,-29,0,"normal"
5,4,1,4,0.083333,1,9,2.598076,0.4,0.4,1.921928,-0.258819,-0.965926,-29,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
4,4,1,4,0.066667,1,11,5.715476,0.25,0.25,2,0.965926,0.258819,-1,0,"normal"
30,10,1,10,0.5,1,1,1.052713,0.266667,0.266667,2.864853,-0.707107,-0.707107,4,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0,-1,-32,1,"ddos"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
22,3,1,3,0.366667,1,1,1.179953,0.454545,0.454545,1.348588,-0.965926,-0.258819,4,1,"burst"
5,2,1,2,0.083333,1,5,9.823441,0.6,0.6,0.970951,-0.707107,0.707107,-3,0,"normal"
5,5,1,5,0.083333,1,10,2.061553,0.2,0.2,2.321928,0.5,-0.866025,-23,0,"normal"
7,7,1,7,0.116667,1,1,0,0.142857,0.142857,2.807355,-0.965926,0.258819,-5,1,"sybil"
3,3,1,3,0.05,1,15,10,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
3,3,1,3,0.05,1,10,4,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
11,4,1,4,0.183333,1,1,4.290688,0.545455,0.545455,1.61719,0.258819,0.965926,7,0,"normal"
10,8,1,8,0.166667,1,2,3.333333,0.2,0.2,2.921928,-0.5,0.866025,4,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
23,5,1,5,0.383333,1,1,1.739787,0.434783,0.434783,1.634929,-0.866025,-0.5,1,1,"burst"
3,3,1,3,0.05,1,13,3.5,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
11,9,1,9,0.183333,1,2,2.227106,0.181818,0.181818,3.095795,0.258819,0.965926,7,0,"normal"
4,4,1,4,0.066667,1,15,0,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
8,6,1,6,0.133333,1,3,2.871393,0.25,0.25,2.5,0.707107,0.707107,3,0,"normal"
6,6,1,6,0.1,1,7,3.03315,0.166667,0.166667,2.584963,-0.258819,-0.965926,-28,0,"normal"
3,3,1,3,0.05,1,10,9,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
7,4,1,4,0.116667,1,7,2.217356,0.285714,0.285714,1.950212,0.258819,-0.965926,-25,0,"normal"
6,4,1,4,0.1,1,6,3.487119,0.5,0.5,1.792481,0.5,-0.866025,-22,0,"normal"
9,5,1,5,0.15,1,2,3.370367,0.333333,0.333333,2.113283,0.965926,-0.258819,-3,0,"normal"
6,5,1,5,0.1,1,10,0.632456,0.333333,0.333333,2.251629,0.5,-0.866025,-22,0,"normal"
4,4,1,4,0.066667,1,11,5.436502,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
7,7,1,7,0.116667,1,1,0,0.142857,0.142857,2.807355,-0.965926,0.258819,-5,1,"sybil"
18,6,1,6,0.3,1,1,2.727535,0.5,0.5,1.939982,0.965926,0.258819,13,0,"normal"
10,10,1,10,0.166667,1,3,2.832789,0.1,0.1,3.321928,0.5,0.866025,5,0,"normal"
12,6,1,6,0.2,1,2,3.444963,0.333333,0.333333,2.355389,0.258819,0.965926,8,0,"normal"
16,5,1,5,0.266667,1,1,4.096611,0.5625,0.5625,1.794737,1,0,8,0,"normal"
10,7,1,7,0.166667,1,2,4.320494,0.3,0.3,2.646439,0.965926,-0.258819,-2,0,"normal"
14,14,1,14,0.233333,1,1,0,0.071429,0.071429,3.807355,-0.707107,0.707107,6,1,"sybil"
10,7,1,7,0.166667,1,2,5.050364,0.3,0.3,2.646439,0.866025,0.5,6,0,"normal"
6,5,1,5,0.1,1,6,2.8,0.333333,0.333333,2.251629,0.5,-0.866025,-22,0,"normal"
10,6,1,6,0.166667,1,2,3.956554,0.2,0.2,2.521928,0,1,6,0,"normal"
3,3,1,3,0.05,1,19,5.5,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
3,3,1,3,0.05,1,11,1.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
17,2,1,2,0.283333,1,1,0.5,0.529412,0.529412,0.997503,-0.965926,-0.258819,-1,1,"burst"
23,13,1,13,0.383333,1,1,1.802203,0.26087,0.26087,3.2575,-0.965926,-0.258819,5,0,"normal"
5,3,1,3,0.083333,1,3,9.256754,0.6,0.6,1.370951,0.258819,0.965926,1,0,"normal"
5,4,1,4,0.083333,1,8,2.5,0.4,0.4,1.921928,0.707107,-0.707107,-17,0,"normal"
26,13,1,13,0.433333,1,1,1.131371,0.153846,0.153846,3.488525,-0.866025,-0.5,4,0,"normal"
4,4,1,4,0.066667,1,11,7.586538,0.25,0.25,2,0.707107,-0.707107,-18,0,"normal"
12,9,1,9,0.2,1,2,2.166614,0.166667,0.166667,3.084963,0.5,0.866025,7,0,"normal"
4,4,1,4,0.066667,1,8,4.988877,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0,-1,-8,1,"ddos"
3,3,1,3,0.05,1,12,2,0.333333,0.333333,1.584963,0.866025,-0.5,-15,0,"normal"
12,8,1,8,0.2,1,2,3.015113,0.166667,0.166667,2.918296,0.5,0.866025,7,0,"normal"
4,4,1,4,0.066667,1,12,5.906682,0.25,0.25,2,0.965926,-0.258819,-8,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
11,8,1,8,0.183333,1,2,2.457641,0.181818,0.181818,2.913977,0.258819,0.965926,7,0,"normal"
5,4,1,4,0.083333,1,12,1.299038,0.4,0.4,1.921928,-0.258819,-0.965926,-29,0,"normal"
11,9,1,9,0.183333,1,2,2.491987,0.181818,0.181818,3.095795,0.707107,0.707107,6,0,"normal"
6,5,1,5,0.1,1,6,2.57682,0.333333,0.333333,2.251629,0.707107,0.707107,1,0,"normal"
8,5,1,5,0.133333,1,1,5.591539,0.5,0.5,2,0.5,0.866025,3,0,"normal"
5,4,1,4,0.083333,1,7,2.58602,0.4,0.4,1.921928,0.258819,-0.965926,-27,0,"normal"
3,3,1,3,0.05,1,24,2,0.333333,0.333333,1.584963,0.965926,0.258819,-2,0,"normal"
3,3,1,3,0.05,1,9,9,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
6,5,1,5,0.1,1,8,1.74356,0.333333,0.333333,2.251629,0,-1,-29,0,"normal"
37,12,1,12,0.616667,1,1,1.163687,0.162162,0.162162,3.267603,-0.707107,-0.707107,11,0,"normal"
3,3,1,3,0.05,1,21,2,0.333333,0.333333,1.584963,0.258819,-0.965926,-29,0,"normal"
4,3,1,3,0.066667,1,1,8.993825,0.5,0.5,1.5,0.707107,0.707107,-1,0,"normal"
5,5,1,5,0.083333,1,10,1.63936,0.2,0.2,2.321928,0,-1,-30,0,"normal"
4,4,1,4,0.066667,1,10,2.867442,0.25,0.25,2,0.5,-0.866025,-24,0,"normal"
5,4,1,4,0.083333,1,6,7.582875,0.4,0.4,1.921928,0.258819,-0.965926,-27,0,"normal"
22,9,1,9,0.366667,1,1,2.416872,0.181818,0.181818,2.970573,-0.5,-0.866025,-8,0,"normal"
7,7,1,7,0.116667,1,1,0,0.142857,0.142857,2.807355,-0.965926,0.258819,-5,1,"sybil"
26,14,1,14,0.433333,1,1,1.114271,0.230769,0.230769,3.488525,-0.707107,-0.707107,0,0,"normal"
17,6,1,6,0.283333,1,1,2.304886,0.588235,0.588235,1.898093,0,1,13,0,"normal"
6,4,1,4,0.1,1,6,4.09878,0.333333,0.333333,1.918296,0.5,-0.866025,-22,0,"normal"
18,5,1,5,0.3,1,1,3.115982,0.611111,0.611111,1.611383,0.258819,0.965926,14,0,"normal"
5,2,1,2,0.083333,1,3,5.356071,0.8,0.8,0.721928,-0.707107,0.707107,-3,0,"normal"
6,6,1,6,0.1,1,9,1.356466,0.166667,0.166667,2.584963,0.258819,-0.965926,-26,0,"normal"
9,7,1,7,0.15,1,2,4.060095,0.222222,0.222222,2.725481,-0.5,0.866025,3,0,"normal"
10,9,1,9,0.166667,1,2,2.55797,0.2,0.2,3.121928,-0.258819,0.965926,5,0,"normal"
4,3,1,3,0.066667,1,10,8.806563,0.5,0.5,1.5,0.965926,0.258819,-1,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.258819,-0.965926,-29,1,"ddos"
4,3,1,3,0.066667,1,12,4.027682,0.5,0.5,1.5,0.965926,0.258819,-1,0,"normal"
31,12,1,12,0.516667,1,1,1.048279,0.225806,0.225806,3.214966,-0.965926,-0.258819,13,0,"normal"
31,12,1,12,0.516667,1,1,1.16476,0.16129,0.16129,3.290202,-0.258819,-0.965926,-3,0,"normal"
9,4,1,4,0.15,1,2,4.284784,0.444444,0.444444,1.752715,0.965926,0.258819,4,0,"normal"
3,3,1,3,0.05,1,15,1,0.333333,0.333333,1.584963,0.965926,-0.258819,-9,0,"normal"
11,4,1,4,0.183333,1,1,2.271563,0.727273,0.727273,1.277613,0.5,0.866025,6,0,"normal"
29,13,1,13,0.483333,1,1,1.133893,0.241379,0.241379,3.340187,-0.258819,-0.965926,-5,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.965926,0.258819,7,1,"sybil"
16,5,1,5,0.266667,1,1,3.820413,0.5,0.5,1.875,0.965926,0.258819,11,0,"normal"
17,2,1,2,0.283333,1,1,0.5,0.529412,0.529412,0.997503,-1,0,2,1,"burst"
3,2,1,2,0.05,1,11,7,0.666667,0.666667,0.918296,0.965926,-0.258819,-9,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.707107,0.707107,11,1,"sybil"
5,4,1,4,0.083333,1,3,3.535534,0.4,0.4,1.921928,0.5,0.866025,0,0,"normal"
6,4,1,4,0.1,1,7,1.356466,0.333333,0.333333,1.918296,0.866025,-0.5,-12,0,"normal"
5,5,1,5,0.083333,1,5,9.912114,0.2,0.2,2.321928,0.707107,0.707107,0,0,"normal"
33,11,1,11,0.55,1,1,1.138375,0.333333,0.333333,2.887632,-1,0,18,0,"normal"
3,3,1,3,0.05,1,18,3,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
26,13,1,13,0.433333,1,1,1.107068,0.230769,0.230769,3.334679,-1,0,11,0,"normal"
6,6,1,6,0.1,1,6,3.286335,0.166667,0.166667,2.584963,0.965926,-0.258819,-6,0,"normal"
35,8,1,8,0.583333,1,1,1.081457,0.228571,0.228571,2.664121,-0.965926,-0.258819,17,0,"normal"
25,12,1,12,0.416667,1,1,1.187317,0.2,0.2,3.284889,-0.5,-0.866025,-5,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
7,7,1,7,0.116667,1,1,0,0.142857,0.142857,2.807355,-0.965926,0.258819,-5,1,"sybil"
12,9,1,9,0.2,1,2,1.772144,0.166667,0.166667,3.084963,0.707107,0.707107,7,0,"normal"
5,5,1,5,0.083333,1,7,2.5,0.2,0.2,2.321928,0.258819,-0.965926,-27,0,"normal"
19,19,1,19,0.316667,1,1,0,0.052632,0.052632,4.247928,-0.866025,0.5,9,1,"sybil"
8,4,1,4,0.133333,1,2,2.587253,0.5,0.5,1.75,-0.258819,0.965926,3,0,"normal"
3,3,1,3,0.05,1,22,1,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
3,3,1,3,0.05,1,13,1.5,0.333333,0.333333,1.584963,0.707107,-0.707107,-19,0,"normal"
3,1,1,1,0.05,1,2,0,1,1,0,0.5,-0.866025,-25,1,"ddos"
15,6,1,6,0.25,1,1,1.545236,0.533333,0.533333,2.040224,0.965926,0.258819,10,0,"normal"
12,5,1,5,0.2,1,1,6.785985,0.666667,0.666667,1.584963,0.5,0.866025,7,0,"normal"
9,7,1,7,0.15,1,2,4.264681,0.222222,0.222222,2.725481,-0.707107,0.707107,1,0,"normal"
4,4,1,4,0.066667,1,13,3.091206,0.25,0.25,2,0.866025,-0.5,-14,0,"normal"
3,3,1,3,0.05,1,19,4.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
13,5,1,5,0.216667,1,1,4.855552,0.615385,0.615385,1.70044,-0.258819,0.965926,8,0,"normal"
7,7,1,7,0.116667,1,5,1.462494,0.142857,0.142857,2.807355,-0.5,0.866025,1,0,"normal"
29,10,1,10,0.483333,1,1,1.581139,0.275862,0.275862,2.874885,-1,0,14,0,"normal"
3,3,1,3,0.05,1,12,0.5,0.333333,0.333333,1.584963,1,0,-5,0,"normal"
27,1,1,1,0.45,1,2,0,1,1,0,0.258819,-0.965926,-5,1,"ddos"
16,2,1,2,0.266667,1,1,0.498888,0.5,0.5,1,-0.866025,-0.5,-6,1,"burst"
24,12,1,12,0.4,1,1,2.143262,0.208333,0.208333,3.371654,-0.965926,-0.258819,6,0,"normal"
28,11,1,11,0.466667,1,1,1.133115,0.214286,0.214286,3.168987,-0.707107,-0.707107,2,0,"normal"
8,7,1,7,0.133333,1,3,2.294625,0.25,0.25,2.75,0.707107,0.707107,3,0,"normal"
3,3,1,3,0.05,1,9,6.5,0.333333,0.333333,1.584963,0.866025,0.5,-1,0,"normal"
26,11,1,11,0.433333,1,1,1.637559,0.230769,0.230769,3.166813,-0.866025,-0.5,4,0,"normal"
7,6,1,6,0.116667,1,1,8.02946,0.285714,0.285714,2.521641,1,0,-1,0,"normal"
11,7,1,7,0.183333,1,1,2.6533,0.272727,0.272727,2.594907,0.866025,0.5,7,0,"normal"
31,11,1,11,0.516667,1,1,1.0873,0.193548,0.193548,3.075524,-0.707107,-0.707107,5,0,"normal"
14,4,1,4,0.233333,1,1,3.331755,0.428571,0.428571,1.727397,-0.258819,0.965926,9,0,"normal"
